state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
28,Andhra Pradesh,ANDHRA PRADESH,28.0,751,Palnadu,Palnadu,0.0,5071,Edlapadu,,5071.0,2024-10-07
10,Bihar,BIHAR,10.0,218,Saran,सारण,219.0,1254,Ekma,एकमा,1254.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,509,Khammam,ఖమ్మం,541.0,4753,Enkoor,ఏనుకూరు,4753.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,478,Jalgaon,जळगाव,499.0,3967,Erandol,एरंडोल,3967.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,230,Dibang Valley,DIBANG VALLEY,257.0,1719,Etalin,,1719.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,519,Srikakulam,SRIKAKULAM,542.0,4806,Etcherla,,4806.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,594,Thoothukkudi,Thoothukkudi,627.0,5863,Ettayapuram,,5863.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,140,Ayodhya,AYODHYA,177.0,905,Faizabad,,905.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,304,South 24 Parganas,SOUTH 24 Parganas,343.0,2425,Falta,,2425.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,319,Murshidabad,MURSHIDABAD,333.0,2223,Farakka,,2223.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,380,Jashpur,जशपुर,402.0,3261,Farsabahar,फरसाबहार,3261.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,118,Agra,AGRA,146.0,769,Fatehabad,,769.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,143,Firozabad,FIROZABAD,147.0,772,Firozabad,,772.0,2024-10-07
10,Bihar,BIHAR,10.0,188,Araria,अररिया,209.0,1113,Forbesganj,फारबिसगंज,1113.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,26,Una,UNA,29.0,6893,Gagret,,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,303,North 24 Parganas,NORTH TWENTY FOUR PARGANAS,337.0,2318,Gaighata,,2318.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,753,Annamayya,Annamayya,0.0,5235,Galiveedu,,5235.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,99,Dungarpur,DUNGARPUR,124.0,6060,Galiyakot,Galiyakot,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,306,Purba Bardhaman,PURBA BARDHAMAN,335.0,2287,Galsi - I,,2287.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,683,Rajanna Sircilla,రాజన్న సిరిసిల్ల,0.0,4433,Gambhiraopet,గంభీరావు పేట,4433.0,2024-10-07
10,Bihar,BIHAR,10.0,205,Madhepura,मधेपुरा,213.0,1158,Gamharia,गम्हरिया,1158.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,53,Pithoragarh,PITHORAGARH,62.0,6336,Ganai Gangoli,,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,523,West Godavari,పశ్చిమగోదావరి,546.0,4974,Ganapavaram,,4974.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,305,Bankura,BANKURA,339.0,2358,Gangajalghati,,2358.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,688,Mahabubabad,మహబుబాబాద్,0.0,6253,Gangaram,గంగారం,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,503,Chittoor,CHITTOOR,554.0,5417,Gangavaram,,5417.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,105,Jhalawar,JHALAWAR,129.0,684,Gangdhar,,684.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,318,Paschim Medinipur,PASCHIM MEDINIPUR,344.0,2444,Garbeta - I,,2444.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,318,Paschim Medinipur,PASCHIM MEDINIPUR,344.0,2443,Garbeta - II,,2443.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,425,Sagar,सागर,427.0,3450,Garhakota,गढाकोटा,3450.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,112,Rajsamand,RAJSAMAND,123.0,6392,Garhbor,गढबोर,0.0,2024-10-07
3,Punjab,PUNJAB,3.0,33,Hoshiarpur,HOSHIARPUR,38.0,217,Garhshankar,,217.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,645,Gariyaband,गरियाबंद,0.0,3335,Gariyaband,Gariyaband,3335.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,688,Mahabubabad,మహబుబాబాద్,0.0,4743,Garla,గార్ల,4743.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,470,Beed,बीड,523.0,4218,Georai,गेवराई,4218.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,718,Kamle,KAMLE,0.0,6559,Gepen Circle,Gepen Circle,,2024-10-07
20,Jharkhand,झारखंड,20.0,331,Gumla,गुमला,366.0,2707,Ghaghra,,2707.0,2024-10-07
10,Bihar,BIHAR,10.0,205,Madhepura,मधेपुरा,213.0,1160,Ghailarh,घैलाढ़,1160.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,510,Krishna,KRISHNA,547.0,5033,Ghantasala,,5033.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,386,Raigarh,रायगढ़,403.0,3265,Gharghoda,घरघोड़ा,3265.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,776,Anupgarh,अनूपगढ़,,463,Gharsana,,463.0,2024-10-07
21,Odisha,ODISHA,21.0,361,Kendujhar,KENDUJHAR,375.0,2853,Ghasipura,,2853.0,2024-10-07
21,Odisha,ODISHA,21.0,361,Kendujhar,KENDUJHAR,375.0,2850,Ghatgaon,,2850.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,435,Ujjain,उज्जैन,435.0,3511,Ghatiya,घटिया,3511.0,2024-10-07
10,Bihar,BIHAR,10.0,219,Sheikhpura,शेखपुरा,228.0,1375,Ghat Kusumbha,घाटकुसुमभा,1375.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,146,Ghazipur,GHAZIPUR,195.0,989,Ghazipur,,989.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,166,Mainpuri,MAINPURI,148.0,6873,Ghiror,,0.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,394,Betul,बैतूल,447.0,3602,Ghoda Dongri,घोड़ाडोंगरी,3602.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,168,Mau,MAU,192.0,971,Ghosi,,971.0,2024-10-07
10,Bihar,BIHAR,10.0,212,Patna,पटना,230.0,1419,Ghoswari,घोसवरी,1419.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,775,Balotra,बालोतरा,,6907,Gida,गिडा,0.0,2024-10-07
20,Jharkhand,झारखंड,20.0,323,Chatra,चतरा,347.0,2522,Gidhaur,गिद्धौर,2522.0,2024-10-07
20,Jharkhand,झारखंड,20.0,329,Giridih,गिरिडीह,349.0,2539,Giridih,गिरिडीह,2539.0,2024-10-07
21,Odisha,ODISHA,21.0,350,Cuttack,CUTTACK,381.0,2965,Gobindpur,,2965.0,2024-10-07
20,Jharkhand,झारखंड,20.0,325,Dhanbad,धनबाद,354.0,2583,Gobindpur,गोविंदपुर,2583.0,2024-10-07
20,Jharkhand,झारखंड,20.0,330,Godda,गोड्डा,351.0,2561,Godda,,2561.0,2024-10-07
18,Assam,ASSAM,18.0,284,Dhemaji,DHEMAJI,308.0,2058,Gogamukh,,2058.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,414,Khargone (West Nimar),खरगोन (पश्चिम निमाड़),440.0,3551,Gogaon,गोगांव,3551.0,2024-10-07
10,Bihar,BIHAR,10.0,202,Khagaria,खगड़िया,223.0,1327,Gogri,गोगरी,1327.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,395,Bhind,भिण्ड,420.0,3395,Gohad,गोहाद,3395.0,2024-10-07
18,Assam,ASSAM,18.0,705,Biswanath,,0.0,2047,Gohpur,,2047.0,2024-10-07
18,Assam,ASSAM,18.0,288,Golaghat,GOLAGHAT,313.0,2085,Golaghat,,2085.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,502,Ananthapuramu,అనంతపురము,553.0,5310,Gooty,,5310.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,703,Jhargram,Jhargram,0.0,2456,Gopiballavpur - II,,2456.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,411,Jabalpur,जबलपुर,451.0,7011,Gorakhpur,गोरखपुर,0.0,2024-10-07
18,Assam,ASSAM,18.0,756,Tamulpur,,0.0,2141,Goreswar (Pt),,2141.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,702,Kalimpong,KALIMPONG,0.0,2158,Gorubathan,,2158.0,2024-10-07
21,Odisha,ODISHA,21.0,365,Mayurbhanj,MAYURBHANJ,376.0,2862,Gorumahisani,,2862.0,2024-10-07
21,Odisha,ODISHA,21.0,371,Sambalpur,SAMBALPUR,372.0,2780,Govindpur,,2780.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,587,The Nilgiris,THE NILGIRIS,611.0,5755,Gudalur,,5755.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,106,Jhunjhunu,JHUNJHUNU,103.0,7144,Gudhagorji,गुढागौड़जी,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,510,Krishna,KRISHNA,547.0,5029,Gudlavalleru,,5029.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,511,Kurnool,KURNOOL,552.0,5257,Gudur,,5257.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,752,Tirupati,Tirupati,0.0,5184,Gudur,,5184.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,492,Ratnagiri,रत्नागिरी,528.0,4270,Guhagar,गुहाघर,4270.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,691,Sangareddy,సంగారెడ్డి,0.0,6277,Gummadidala,గుమ్మడిదల,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,502,Ananthapuramu,అనంతపురము,553.0,5309,Guntakal,,5309.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,506,Guntur,GUNTUR,548.0,5074,Guntur West,Guntur West,5074.0,2024-10-07
10,Bihar,BIHAR,10.0,196,Gaya,गया,236.0,1497,Guraru,गुरारु,1497.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,407,Gwalior,ग्वालियर,421.0,7395,Gwalior Gramin,ग्वालियर ग्रामीण,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,303,North 24 Parganas,NORTH TWENTY FOUR PARGANAS,337.0,2321,Habra - II,,2321.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,738,Vijayanagar,,0.0,5496,Hadagalli,ಹಡಗಲ್ಲಿ,5496.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,738,Vijayanagar,,0.0,5497,Hagaribommanahalli,ಹಗರಿ ಬೊಮ್ಮನಹಳ್ಳಿ,5497.0,2024-10-07
18,Assam,ASSAM,18.0,289,Hailakandi,HAILAKANDI,318.0,2107,Hailakandi,,2107.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,684,Mancherial,మంచిర్యాల్,0.0,6227,Hajipur,హజిపూర్,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,511,Kurnool,KURNOOL,552.0,5273,Halaharvi,,5273.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,51,Nainital,NAINITAL,66.0,342,Haldwani,,342.0,2024-10-07
24,Gujarat,GUJARAT,24.0,454,Panch Mahals,PANCH MAHALS,484.0,3888,Halol,,3888.0,2024-10-07
10,Bihar,BIHAR,10.0,204,Lakhisarai,लखीसराय,227.0,1371,Halsi,हलसी,1371.0,2024-10-07
24,Gujarat,GUJARAT,24.0,673,Morbi,MORBI,0.0,3788,Halvad,,3788.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,320,Nadia,NADIA,336.0,2310,Hanskhali,,2310.0,2024-10-07
24,Gujarat,GUJARAT,24.0,442,Bharuch,BHARUCH,488.0,3919,Hansot,,3919.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,661,Hapur,HAPUR,0.0,740,Hapur,,740.0,2024-10-07
21,Odisha,ODISHA,21.0,349,Boudh,BOUDH,391.0,3132,Harbhanga,,3132.0,2024-10-07
20,Jharkhand,झारखंड,20.0,338,Palamu,पलामू,358.0,2618,Hariharganj,,2618.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,18,Kangra,KANGRA,24.0,6920,Haripur,,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,316,Malda,MALDA,332.0,2208,Harischandrapur - I,,2208.0,2024-10-07
18,Assam,ASSAM,18.0,617,Udalguri,,326.0,2151,Harisinga,,2151.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,303,North 24 Parganas,NORTH TWENTY FOUR PARGANAS,337.0,2331,Haroa,,2331.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,571,Dharmapuri,DHARMAPURI,630.0,5886,Harur,,5886.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,186,Unnao,UNNAO,156.0,815,Hasanganj,,815.0,2024-10-07
10,Bihar,BIHAR,10.0,222,Siwan,सिवान,218.0,1245,Hasanpura,हसनपुरा,1245.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,303,North 24 Parganas,NORTH TWENTY FOUR PARGANAS,337.0,2336,Hasnabad,,2336.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,410,Indore,इन्दौर,439.0,3541,Hatod,हतोद,3541.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,490,Pune,पुणे,521.0,4193,Haveli,हवेली,4193.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,545,Mysuru,ಮೈಸೂರು,577.0,5573,Heggadadevankote,ಹೆಗ್ಗಡದೇವನಕೋಟೆ,5573.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,311,Uttar Dinajpur,UTTAR DINAJPUR,330.0,2197,Hemtabad,,2197.0,2024-10-07
14,Manipur,MANIPUR,14.0,254,Churachandpur,CHURACHANDPUR,274.0,6502,Henglep,,0.0,2024-10-07
24,Gujarat,GUJARAT,24.0,458,Sabar Kantha,SABAR KANTHA,472.0,3766,Himatnagar,,3766.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,477,Hingoli,हिंगोली,512.0,4112,Hingoli,हिंगोली,4112.0,2024-10-07
21,Odisha,ODISHA,21.0,371,Sambalpur,SAMBALPUR,372.0,2787,Hirakud,,2787.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,305,Bankura,BANKURA,339.0,2374,Hirbandh,,2374.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,533,Chitradurga,ಚಿತ್ರದುರ್ಗ,566.0,5506,Holalkere,ಹೊಳಲಕೆರೆ,5506.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,550,Uttara Kannada,ಉತ್ತರ ಕನ್ನಡ,563.0,5487,Honavar,ಹೊನ್ನಾವರ,5487.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,526,Bengaluru Rural,ಬೆಂಗಳೂರು ಗ್ರಾಮಾಂತರ,583.0,5604,Hosakote,ಹೊಸಕೋಟೆ,5604.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,533,Chitradurga,ಚಿತ್ರದುರ್ಗ,566.0,5507,Hosdurga,ಹೊಸದುರ್ಗ,5507.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,577,Krishnagiri,KRISHNAGIRI,631.0,5890,Hosur,ஓசூர்,5890.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,536,Dharwad,ಧಾರವಾಡ,562.0,5475,Hubballi,ಹುಬಳ್ಳಿ,5475.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,635,Yadgir,ಯಾದಗಿರಿ,580.0,7096,Hunasagi,,0.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,524,Bagalkote,ಬಾಗಲಕೋಟೆ,556.0,5448,Hungund,ಹುನಗುಂದ,5448.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,692,Siddipet,సిద్దిపేట,0.0,4444,Husnabad,హుస్నాబాద్,4444.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,508,Karimnagar,కరీంనగర్,534.0,4446,Huzurabad,హుజురాబాద్,4446.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,518,Ranga Reddy,రంగా రెడ్డి,537.0,4546,Ibrahimpatnam,ఇబ్రహీంపట్నం,4546.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,530,Vijayapura,ವಿಜಯಾಪುರ,557.0,5450,Indi,ಇಂಡಿ,5450.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,94,Bundi,BUNDI,121.0,624,Indragarh,,624.0,2024-10-07
6,Haryana,HARYANA,6.0,604,Nuh,नूँह,87.0,7172,Indri,ईण्डरी,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,750,Bapatla,Bapatla,0.0,5110,Inkollu,,5110.0,2024-10-07
32,Kerala,KERALA,32.0,557,Kannur,കണ്ണൂര്‍,589.0,5937,Iritty,ഇരിട്ടി,0.0,2024-10-07
10,Bihar,BIHAR,10.0,209,Nalanda,नालंदा,229.0,1392,Islampur,इस्लामपुर,1392.0,2024-10-07
14,Manipur,MANIPUR,14.0,712,Kangpokpi,,0.0,6487,Island,,0.0,2024-10-07
10,Bihar,BIHAR,10.0,194,Buxar,बक्सर,232.0,1444,Itarhi,इटाढी,1444.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,0.0,4607,Itikyala,ఇటిక్యాల,4607.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,182,Siddharthnagar,SIDDHARTHNAGAR,184.0,935,Itwa,,935.0,2024-10-07
21,Odisha,ODISHA,21.0,354,Ganjam,GANJAM,388.0,3073,Jagannath Prasad,,3073.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,642,Sukma,सुकमा,0.0,7356,Jagargunda,जगरगुंडा,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,692,Siddipet,సిద్దిపేట,0.0,4484,Jagdevpur,జగదేవ్ పూర్,4484.0,2024-10-07
10,Bihar,BIHAR,10.0,193,Bhojpur,भोजपुर,231.0,1428,Jagdishpur,जगदिशपुर,1428.0,2024-10-07
3,Punjab,PUNJAB,3.0,36,Ludhiana,ਲੂਿਧਆਣਾ,41.0,230,Jagraon,,230.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,17,Hamirpur,HAMIRPUR,28.0,7413,Jahu,Jahu,0.0,2024-10-07
10,Bihar,BIHAR,10.0,206,Madhubani,मधुबनी,207.0,1083,Jainagar,जयनगर,1083.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,102,Jaipur,JAIPUR,110.0,546,Jaipur,,546.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,52,Pauri Garhwal,PAURI GARHWAL,61.0,6373,Jakhanikhal,,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,516,Nizamabad,నిజామాబాదు,533.0,4366,Jakranpally,జక్రాన్ పల్లి,4366.0,2024-10-07
20,Jharkhand,झारखंड,20.0,342,Simdega,सिमडेगा,367.0,2725,Jaldega,,2725.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,138,Etah,ETAH,201.0,1009,Jalesar,,1009.0,2024-10-07
21,Odisha,ODISHA,21.0,346,Baleshwar,BALESHWAR,377.0,2890,Jaleswar,,2890.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,478,Jalgaon,जळगाव,499.0,3966,Jalgaon,जळगाव,3966.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,481,Latur,लातूर,524.0,4229,Jalkot,जलकोट,4229.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,314,Jalpaiguri,JALPAIGURI,328.0,2178,Jalpaiguri,,2178.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,783,Jaipur (Gramin),जयपुर (ग्रामीण),,7379,Jalsu,जालसू,0.0,2024-10-07
20,Jharkhand,झारखंड,20.0,326,Dumka,दुमका,362.0,2674,Jama,,2674.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,521,Vizianagaram,VIZIANAGARAM,543.0,4835,Jami,,4835.0,2024-10-07
24,Gujarat,GUJARAT,24.0,447,Jamnagar,JAMNAGAR,477.0,3814,Jamnagar Rural,,3814.0,2024-10-07
16,Tripura,ত্রিপুরা,16.0,653,Sepahijala,সিপাহিজলা,0.0,6677,Jampuijala,জম্পুইজলা,0.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,181,Shrawasti,SHRAWASTI,181.0,6164,Jamunaha,,0.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,593,Tiruvannamalai,TIRUVANNAMALAI,606.0,6631,Jamunamarathoor,ஜமுனாமரத்தூர்,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,704,Paschim Bardhaman,PASCHIM BARDHAMAN,0.0,2270,Jamuria,,2270.0,2024-10-07
10,Bihar,BIHAR,10.0,224,Vaishali,वैशाली,220.0,1276,Jandaha,जन्दाहा,1276.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,312,Hooghly,HOOGHLY,338.0,2353,Jangipara,,2353.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,689,Jangoan,జనగాం,0.0,4699,Jangoan,ఙనగామ,4699.0,2024-10-07
24,Gujarat,GUJARAT,24.0,457,Rajkot,RAJKOT,476.0,3806,Jasdan,,3806.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,380,Jashpur,जशपुर,402.0,3257,Jashpur,जशपुर,3257.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,493,Sangli,सांगली,531.0,4304,Jat,जत,4304.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,424,Rewa,रीवा,430.0,3472,Jawa,जवा,3472.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,18,Kangra,KANGRA,24.0,104,Jawalamukhi,,104.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,18,Kangra,KANGRA,24.0,96,Jawali,,96.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,304,South 24 Parganas,SOUTH 24 Parganas,343.0,2431,Jaynagar - I,,2431.0,2024-10-07
24,Gujarat,GUJARAT,24.0,457,Rajkot,RAJKOT,476.0,3811,Jetpur,,3811.0,2024-10-07
24,Gujarat,GUJARAT,24.0,668,Chhotaudepur,CHHOTAUDEPUR,0.0,3900,Jetpur Pavi,,3900.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,144,Gautam Buddha Nagar,GAUTAM BUDDHA NAGAR,141.0,744,Jewar,,744.0,2024-10-07
10,Bihar,BIHAR,10.0,198,Jamui,जमुई,238.0,1530,Jhajha,झाझा,1530.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,777,Salumbar,सलूम्‍बर,,7229,Jhallara,झल्लारा,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,703,Jhargram,Jhargram,0.0,2454,Jhargram,,2454.0,2024-10-07
21,Odisha,ODISHA,21.0,366,Nabarangpur,NABARANGPUR,397.0,3191,Jharigan,,3191.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,47,Chamoli,CHAMOLI,57.0,6346,Jilasu,,0.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,783,Jaipur (Gramin),जयपुर (ग्रामीण),,7141,Jobner,जोबनेर,0.0,2024-10-07
24,Gujarat,GUJARAT,24.0,447,Jamnagar,JAMNAGAR,477.0,3815,Jodiya,,3815.0,2024-10-07
10,Bihar,BIHAR,10.0,188,Araria,अररिया,209.0,1120,Jokihat,जोकीहाट,1120.0,2024-10-07
11,Sikkim,SIKKIM,11.0,226,Mangan,Mangan,241.0,6401,Kabi,Kabi,0.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,534,Dakshina Kannada,ದಕ್ಷಿಣ ಕನ್ನಡ,575.0,7104,Kadaba,,0.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,584,Salem,SALEM,608.0,6619,Kadayampatti,காடயாம்பட்டி,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,680,Nirmal,నిర్మల్,0.0,4335,Kaddam Peddur,కడం పెద్దూర్,4335.0,2024-10-07
24,Gujarat,GUJARAT,24.0,451,Mahesana,MAHESANA,471.0,3759,Kadi,,3759.0,2024-10-07
6,Haryana,HARYANA,6.0,62,Gurugram,GURUGRAM,86.0,6422,Kadipur St,कादीपुर,0.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,46,Bageshwar,BAGESHWAR,63.0,6332,Kafligair,,0.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,4,Doda,DODA,16.0,6756,Kahara,Kahara,0.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,470,Beed,बीड,523.0,4222,Kaij,केज,4222.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,11,Pulwama,PULWAMA,12.0,6793,Kakapora,Kakapora,0.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,237,Papum Pare,PAPUM PARE,248.0,6601,Kakoi Circle,Kakoi Circle,0.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,532,Chikkamagaluru,ಚಿಕ್ಕಮಗಳೂರು,570.0,7194,Kalasa,Kalasa,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,504,Y.S.R.,,551.0,5207,Kalasapadu,,5207.0,2024-10-07
6,Haryana,HARYANA,6.0,66,Kaithal,KAITHAL,73.0,6446,Kalayat,कलायत,0.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,536,Dharwad,ಧಾರವಾಡ,562.0,5476,Kalghatgi,ಕಲಘಟಗಿ,5476.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,691,Sangareddy,సంగారెడ్డి,0.0,4453,Kalher,కల్హేర్,4453.0,2024-10-07
18,Assam,ASSAM,18.0,297,Nagaon,NAGAON,305.0,2031,Kaliabor,,2031.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,748,Eluru,Eluru,0.0,5017,Kalidindi,,5017.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,320,Nadia,NADIA,336.0,2303,Kaliganj,,2303.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,523,West Godavari,పశ్చిమగోదావరి,546.0,4985,Kalla,,4985.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,729,Kallakurichi,கள்ளக்குறிச்சி,0.0,5734,Kallakkurichi,,5734.0,2024-10-07
